,radiant_id,radiant_name,dire_id,dire_name,kills,radiant1,radiant2,radiant3,radiant4,radiant5,dire1,dire2,dire3,dire4,dire5,radiant_win
298,5.0,LGD-GAMING,23.0,Invictus Gaming,0,27,74,86,67,5,53,92,13,99,50,0
299,23.0,Invictus Gaming,5.0,LGD-GAMING,0,74,92,54,13,63,77,86,50,51,33,1
300,12.0,Newbee,,DK,0,88,74,96,49,67,65,92,86,63,66,0
301,,DK,12.0,Newbee,0,68,73,54,63,89,27,96,46,40,53,1
302,,,,MeetYourMakers.Dota2,0,89,9,51,20,66,65,86,53,11,5,1
303,14.0,Evil Geniuses,,Doggy Team,0,92,88,3,68,5,106,96,9,34,70,1
304,,Alliance,,,0,54,87,53,5,38,106,92,69,31,96,0
305,,Doggy Team,,Revenge-,0,89,9,55,84,53,77,68,63,11,7,0
306,,dignotoss,,Osiris Gaming,0,88,20,87,19,16,65,40,91,63,13,0
307,14.0,Evil Geniuses,,CNB HyperX,0,3,88,54,55,16,106,50,96,58,63,1
308,16.0,Team Liquid,,Team_eHug,0,77,88,86,3,93,68,63,17,49,20,1
309,5.0,LGD-GAMING,12.0,Newbee,0,27,51,68,78,15,40,53,86,49,63,0
310,12.0,Newbee,5.0,LGD-GAMING,0,53,49,17,10,58,27,69,88,50,33,1
311,,DK,23.0,Invictus Gaming,0,73,68,86,76,9,27,96,88,28,59,1
312,23.0,Invictus Gaming,,DK,0,65,68,30,63,16,53,86,78,41,39,0
313,,TheRerereTRY,,Radical Online X-tremists,0,106,83,3,9,51,69,17,5,63,88,0
314,,"Relax, you are doing fine.",7.0,Fnatic,0,91,19,50,10,30,106,68,2,77,97,0
315,,Alliance,18.0,Virtus.pro,0,89,7,88,98,41,74,68,5,54,11,1
316,,Doggy Team,16.0,Team Liquid,0,74,92,51,17,27,65,10,50,5,67,1
317,,SIGMA.int,,MeetYourMakers.Dota2,0,58,3,51,50,5,74,65,89,13,23,1
318,12.0,Newbee,23.0,Invictus Gaming,0,86,54,68,79,9,65,73,69,13,47,0
319,23.0,Invictus Gaming,12.0,Newbee,0,27,51,58,20,17,74,96,40,10,13,0
320,23.0,Invictus Gaming,12.0,Newbee,0,96,68,54,70,39,27,86,38,58,78,1
321,,xGame.kz,,Revival Dragons.,0,106,16,27,13,88,68,77,3,72,96,1
322,,Alliance,,MeetYourMakers.Dota2,0,74,66,96,93,106,92,51,16,86,48,1
323,,Alliance,,"Relax, you are doing fine.",0,50,3,54,49,89,106,68,40,13,53,0
324,,Ahead.,,Aware.Gaming,0,68,50,17,13,94,65,58,88,51,67,1
325,,xGame.kz,,,0,65,50,16,91,27,68,10,88,69,11,0
326,18.0,Virtus.pro,,TheRerereTRY,0,29,48,86,31,9,96,27,43,40,60,1
327,,TheRerereTRY,,"Relax, you are doing fine.",0,50,77,3,11,87,65,68,20,13,39,0
328,,_PowerRangers,,,0,74,65,48,73,8,53,13,79,66,101,0
329,,MVP Phoenix,,Monkey Spanner,0,93,68,53,56,16,65,69,3,60,87,1
330,,Monkey Spanner,,MVP Phoenix,0,56,92,51,40,46,106,88,27,75,96,1
331,,MVP Phoenix,,Monkey Spanner,0,88,92,39,69,75,68,51,27,16,9,1
332,,Birdgang,,MVP HOTSIX,0,5,9,63,74,48,65,68,27,102,13,1
333,,MVP HOTSIX,,Birdgang,0,68,27,9,60,62,5,74,25,13,63,0
334,,MeetYourMakers.Dota2,7.0,Fnatic,0,74,50,28,27,31,77,88,58,5,2,0
335,,SIGMA.int,,"Relax, you are doing fine.",0,3,77,27,58,70,106,65,5,38,53,1
336,,MeetYourMakers.Dota2,,"Relax, you are doing fine.",0,3,9,102,11,83,65,68,69,63,60,0
337,,Revival Dragons.,,Aware.Gaming,0,87,69,11,17,94,65,40,20,64,96,0
338,,Alliance,,_PowerRangers,0,89,87,88,69,49,68,53,86,9,11,1
339,18.0,Virtus.pro,,"Relax, you are doing fine.",0,50,89,11,67,75,65,92,17,88,42,1
340,,,7.0,Fnatic,0,89,13,5,50,1,91,19,88,10,74,0
341,,xGame.kz,21.0,Team Empire,0,96,27,53,13,78,50,77,92,58,11,1
342,,,7.0,Fnatic,0,89,87,77,48,86,106,51,50,20,31,1
343,7.0,Fnatic,,,0,87,66,88,53,97,89,77,58,48,95,0
344,18.0,Virtus.pro,,MeetYourMakers.Dota2,0,89,51,5,11,42,68,27,98,13,48,1
345,,Doggy Team,,CNB HyperX,0,65,88,72,9,66,89,51,3,91,43,1
346,16.0,Team Liquid,14.0,Evil Geniuses,0,92,51,63,20,6,74,65,86,42,15,0
347,,Revival Dragons.,7.0,Fnatic,0,91,19,55,63,6,50,92,39,3,34,0
348,,SIGMA.int,,Aware.Gaming,0,50,3,96,29,94,68,74,51,47,54,1
349,,Ahead.,,Alliance,0,3,9,17,48,21,65,66,88,96,91,0
350,,CNB HyperX,16.0,Team Liquid,0,68,53,69,40,3,74,91,70,46,64,1
351,,Doggy Team,,Team_eHug,0,96,3,13,69,28,68,65,27,67,31,0
352,14.0,Evil Geniuses,,Osiris Gaming,0,89,88,50,22,10,68,53,7,5,98,1
353,21.0,Team Empire,7.0,Fnatic,0,58,48,69,13,67,50,96,27,20,51,1
354,,,21.0,Team Empire,0,50,96,17,7,74,92,48,88,86,67,1
355,16.0,Team Liquid,,Doggy Team,0,92,54,88,20,51,106,68,63,86,17,0
356,,Osiris Gaming,,Team_eHug,0,106,69,79,43,67,92,96,27,51,20,0
357,14.0,Evil Geniuses,,Revenge-,0,89,50,3,74,52,77,63,20,9,55,1
358,,TheRerereTRY,7.0,Fnatic,0,89,9,69,28,43,96,27,66,86,33,0
359,,SIGMA.int,,xGame.kz,0,10,13,27,50,58,69,96,89,40,53,1
360,,TheRerereTRY,,,0,48,66,91,92,56,74,69,5,51,9,0
361,18.0,Virtus.pro,14.0,Evil Geniuses,0,88,50,10,63,42,106,92,51,93,27,0
362,,MeetYourMakers.Dota2,,Radical Online X-tremists,0,65,50,66,72,20,89,88,5,28,35,0
363,,Doggy Team,14.0,Evil Geniuses,0,89,11,65,79,66,77,74,63,86,20,1
364,,"Relax, you are doing fine.",21.0,Team Empire,0,65,86,27,51,93,88,92,13,54,9,0
365,14.0,Evil Geniuses,,Radical Online X-tremists,0,50,28,66,9,79,106,92,55,65,35,1
366,,Monkey Spanner,,MVP HOTSIX,0,56,68,17,86,9,106,53,5,50,2,1
367,,MVP HOTSIX,,Monkey Spanner,0,106,97,50,86,40,77,56,53,102,2,0
368,,Birdgang,,MVP Phoenix,0,65,50,86,93,9,77,27,87,2,69,0
369,,MVP Phoenix,,Birdgang,0,88,68,43,53,37,27,16,54,79,39,1
370,,Revival Dragons.,18.0,Virtus.pro,0,3,50,46,87,40,68,89,88,96,42,0
371,,Ahead.,7.0,Fnatic,0,50,106,65,31,99,91,19,96,28,87,0
372,,Aware.Gaming,,,0,48,66,20,87,11,74,65,62,9,13,0
373,,Alliance,,SIGMA.int,0,88,40,74,67,22,68,27,96,48,66,1
374,,Alliance,17.0,Natus Vincere,0,65,68,40,27,58,77,74,53,70,80,0
375,,xGame.kz,,Radical Online X-tremists,0,50,96,27,72,85,74,3,51,11,47,1
376,17.0,Natus Vincere,,Alliance,0,69,50,66,12,49,65,27,90,96,13,1
377,,MeetYourMakers.Dota2,,TheRerereTRY,0,89,96,50,10,78,68,53,86,16,88,1
378,,Alliance,17.0,Natus Vincere,0,13,92,69,96,33,74,54,50,40,67,1
379,,Alliance,17.0,Natus Vincere,0,50,13,3,86,72,74,69,27,62,93,1
380,17.0,Natus Vincere,,Alliance,0,92,13,96,66,80,50,65,48,67,68,1
381,,Revival Dragons.,,Radical Online X-tremists,0,77,50,31,25,69,106,65,79,53,13,0
382,,Team_eHug,,CNB HyperX,0,88,69,87,67,2,65,68,27,96,93,1
383,,Team_eHug,16.0,Team Liquid,0,65,3,17,63,93,68,88,13,54,92,0
384,16.0,Team Liquid,,CNB HyperX,0,96,68,63,34,65,77,86,87,73,20,1
385,,Birdgang,,Monkey Spanner,0,88,68,77,16,67,74,79,53,13,86,1
386,,Monkey Spanner,,Birdgang,0,68,54,51,76,41,88,3,9,47,87,1
387,,Birdgang,,Monkey Spanner,0,27,68,96,48,7,88,92,98,70,102,1
388,,Birdgang,,MVP Phoenix,0,65,27,17,79,58,77,88,74,1,86,0
389,,MVP Phoenix,,Birdgang,0,96,58,43,9,54,27,74,103,87,93,1
390,5.0,LGD-GAMING,12.0,Newbee,0,96,68,16,79,15,74,92,49,13,54,0
391,12.0,Newbee,5.0,LGD-GAMING,0,68,13,51,46,38,27,69,16,91,54,1
392,21.0,Team Empire,,Alliance,0,88,40,69,67,55,65,68,86,92,34,1
393,,Aware.Gaming,21.0,Team Empire,0,50,74,48,73,60,96,88,79,51,16,0
394,,Ahead.,18.0,Virtus.pro,0,50,96,20,10,17,68,65,42,13,1,0
395,,Revival Dragons.,,,0,106,87,16,48,26,65,92,74,63,55,0
396,18.0,Virtus.pro,,SIGMA.int,0,89,74,51,13,69,68,27,65,5,3,1
397,,CIS-Game,,Orenda.US,0,77,53,106,26,10,65,54,31,55,20,0
398,,Orenda.US,,CIS-Game,0,68,53,40,17,63,91,16,69,73,9,1
399,11.0,Vici Gaming,12.0,Newbee,0,69,68,73,92,38,74,88,53,16,1,1
400,12.0,Newbee,11.0,Vici Gaming,0,68,53,73,10,13,27,51,86,16,63,0
401,,MeetYourMakers.Dota2,,,0,65,50,69,31,96,77,88,3,87,48,0
402,,Revival Dragons.,,TheRerereTRY,0,89,65,54,93,23,96,68,27,40,79,1
403,21.0,Team Empire,,,0,77,50,13,96,54,65,86,27,20,73,0
404,,,21.0,Team Empire,0,74,92,51,72,97,50,9,91,87,93,1
405,,,21.0,Team Empire,0,9,88,89,67,55,68,86,13,7,79,0
406,16.0,Team Liquid,14.0,Evil Geniuses,0,92,65,54,9,3,106,55,79,26,34,0
407,21.0,Team Empire,,,0,50,106,51,20,13,92,74,6,28,27,0
408,14.0,Evil Geniuses,16.0,Team Liquid,0,88,92,79,66,53,106,50,96,9,10,0
409,16.0,Team Liquid,14.0,Evil Geniuses,0,77,87,63,38,33,106,83,39,20,78,0
410,,Doggy Team,,Revenge-,0,68,51,16,96,66,89,9,3,52,42,1
411,,Revenge-,,Doggy Team,0,13,54,96,16,46,74,9,40,86,5,1
412,,Doggy Team,,Revenge-,0,69,9,20,66,54,106,68,65,18,23,1
413,,Dream time.,,Orenda.US,0,53,68,16,67,47,92,96,86,46,42,1
414,,Orenda.US,,Dream time.,0,73,13,91,98,3,92,106,9,19,96,0
415,,_PowerRangers,,Radical Online X-tremists,0,65,27,54,102,103,106,3,93,66,13,0
416,18.0,Virtus.pro,,Radical Online X-tremists,0,27,88,31,83,40,74,106,53,69,17,0
417,,SIGMA.int,,Radical Online X-tremists,0,68,50,53,93,7,74,3,9,47,41,0
418,,MeetYourMakers.Dota2,,Doggy Team,0,96,74,50,66,55,9,3,13,83,67,0
419,,SIGMA.int,7.0,Fnatic,0,96,27,66,54,103,50,106,102,48,34,1
420,,MeetYourMakers.Dota2,,Alliance,0,88,40,9,33,93,74,3,51,16,72,0
421,7.0,Fnatic,,,0,74,50,48,10,40,65,68,86,96,53,0
422,18.0,Virtus.pro,,Alliance,0,13,92,96,53,42,74,68,16,86,48,1
423,16.0,Team Liquid,,Revenge-,0,68,40,63,58,1,74,27,88,62,16,1
424,,Revenge-,16.0,Team Liquid,0,27,96,11,46,20,89,9,54,28,50,0
425,,Doggy Team,14.0,Evil Geniuses,0,89,74,51,13,16,77,9,68,63,33,1
426,14.0,Evil Geniuses,,Doggy Team,0,83,9,51,102,17,77,55,86,79,80,1
427,,Doggy Team,14.0,Evil Geniuses,0,83,9,29,65,16,77,63,40,30,73,0
428,,Titan,,CIS-Game,0,68,16,41,27,56,74,96,86,40,51,1
429,,CIS-Game,,Titan,0,68,96,86,50,35,51,27,2,89,47,0
430,,Titan,,Orenda.US,0,27,74,86,26,39,77,58,103,98,35,1
431,,Orenda.US,,Titan,0,74,68,96,55,89,27,53,106,20,56,1
432,,,16.0,Team Liquid,0,65,48,88,86,93,92,74,96,50,46,1
433,16.0,Team Liquid,,MeetYourMakers.Dota2,0,74,50,54,9,16,65,92,6,51,87,1
434,16.0,Team Liquid,,,0,87,55,50,33,13,89,88,48,28,10,0
435,16.0,Team Liquid,,Doggy Team,0,77,86,96,98,26,89,9,68,17,5,1
436,,Doggy Team,16.0,Team Liquid,0,3,9,13,53,70,68,65,86,66,73,0
437,16.0,Team Liquid,14.0,Evil Geniuses,0,50,96,66,79,98,106,83,9,53,8,0
438,14.0,Evil Geniuses,16.0,Team Liquid,0,106,83,13,3,49,77,65,16,86,88,0
439,16.0,Team Liquid,14.0,Evil Geniuses,0,16,96,34,98,83,89,9,86,87,69,0
440,18.0,Virtus.pro,21.0,Team Empire,0,68,53,13,9,3,50,65,28,20,42,0
441,17.0,Natus Vincere,,xGame.kz,0,65,69,27,58,60,68,53,51,86,11,1
442,17.0,Natus Vincere,,,0,50,92,74,66,29,65,48,86,67,96,1
443,16.0,Team Liquid,,Radical Online X-tremists,0,68,74,51,11,66,50,28,103,86,67,1
444,,MeetYourMakers.Dota2,17.0,Natus Vincere,0,74,87,51,40,86,106,83,13,5,10,0
445,,SIGMA.int,16.0,Team Liquid,0,65,27,40,55,92,106,74,3,96,54,0
446,,Radical Online X-tremists,7.0,Fnatic,0,3,74,93,69,63,68,55,58,66,88,1
447,,Titan,,Hyper Glory Team,0,68,16,10,56,76,96,27,87,55,73,1
448,,Hyper Glory Team,,Titan,0,68,53,86,63,106,96,58,27,54,17,0
449,,_PowerRangers,21.0,Team Empire,0,50,63,17,55,27,77,86,52,102,98,0
450,17.0,Natus Vincere,,_PowerRangers,0,50,68,67,9,40,74,27,7,13,62,0
451,,Radical Online X-tremists,17.0,Natus Vincere,0,65,69,86,48,27,50,96,102,33,34,1
452,,Doggy Team,18.0,Virtus.pro,0,50,96,27,65,5,77,13,86,63,102,1
453,7.0,Fnatic,21.0,Team Empire,0,106,68,96,55,86,74,69,92,83,34,1
454,14.0,Evil Geniuses,16.0,Team Liquid,0,92,11,74,53,54,88,66,27,51,42,1
455,18.0,Virtus.pro,,,0,50,65,10,76,2,106,92,96,46,5,0
456,,Radical Online X-tremists,,,0,74,50,10,93,66,106,96,3,51,87,1
457,,Titan,,Dream time.,0,73,92,13,16,76,74,53,86,99,10,1
458,,Dream time.,,Titan,0,53,16,87,15,4,68,55,27,69,9,0
459,12.0,Newbee,,Titan,0,96,68,27,9,106,16,54,58,47,69,1
460,,xGame.kz,,Aware.Gaming,0,58,50,2,92,103,77,74,3,35,33,0
461,,Aware.Gaming,,"Relax, you are doing fine.",0,89,68,58,16,41,96,74,92,51,13,0
462,,Ahead.,,Revival Dragons.,0,68,96,20,9,11,65,88,3,83,10,0
463,,MeetYourMakers.Dota2,,Ahead.,0,53,27,52,55,26,74,106,5,64,17,1
464,16.0,Team Liquid,,,0,65,106,68,53,40,77,88,27,86,10,1
465,16.0,Team Liquid,,,0,74,96,68,9,7,65,48,20,67,86,0
466,,,16.0,Team Liquid,0,106,83,20,86,69,77,74,50,48,98,1
467,,Hyper Glory Team,11.0,Vici Gaming,0,27,53,16,9,42,68,17,98,63,88,0
468,11.0,Vici Gaming,,Hyper Glory Team,0,96,74,93,52,72,65,16,73,92,50,1
469,,Titan,5.0,LGD-GAMING,0,16,68,88,103,60,74,86,58,73,17,0
470,5.0,LGD-GAMING,,Titan,0,74,68,86,19,33,96,106,91,63,98,1
471,,Titan,11.0,Vici Gaming,0,68,27,51,80,40,53,16,86,10,46,0
472,11.0,Vici Gaming,,Titan,0,68,27,88,86,55,74,106,9,89,69,1
473,,_PowerRangers,7.0,Fnatic,0,65,27,68,82,14,50,9,19,35,22,0
474,,,,"Relax, you are doing fine.",0,65,88,69,38,9,48,66,20,58,99,1
475,,TheRerereTRY,,Ahead.,0,89,66,87,42,11,65,68,27,51,9,0
476,5.0,LGD-GAMING,,CIS-Game,0,106,50,69,19,40,96,17,91,51,13,0
477,,CIS-Game,5.0,LGD-GAMING,0,16,68,69,6,47,96,92,83,73,41,0
478,,Titan,,DK,0,74,88,86,26,47,65,106,68,54,92,0
479,,DK,,Titan,0,65,106,56,41,47,96,27,68,86,16,1
480,,Titan,23.0,Invictus Gaming,0,27,68,38,79,8,74,96,88,98,12,1
481,23.0,Invictus Gaming,,Titan,0,16,68,88,54,40,53,27,13,80,47,0
482,,Aware.Gaming,17.0,Natus Vincere,0,89,68,86,40,38,106,96,48,51,34,0
483,7.0,Fnatic,14.0,Evil Geniuses,0,55,83,3,40,27,96,93,65,76,17,0
484,7.0,Fnatic,14.0,Evil Geniuses,0,9,83,11,34,85,89,50,40,29,33,0
485,14.0,Evil Geniuses,16.0,Team Liquid,0,11,50,96,74,48,88,68,3,42,5,1
486,14.0,Evil Geniuses,16.0,Team Liquid,0,11,50,79,63,20,88,68,74,29,4,1
487,,TheRerereTRY,17.0,Natus Vincere,0,96,27,66,65,11,77,68,86,53,93,0
488,14.0,Evil Geniuses,,,0,9,3,53,55,27,89,5,68,102,76,1
489,,,14.0,Evil Geniuses,0,55,50,79,13,52,77,88,65,63,2,0
490,,_PowerRangers,18.0,Virtus.pro,0,65,27,54,10,38,96,88,75,92,46,1
491,,SIGMA.int,,Doggy Team,0,74,50,65,66,53,77,13,87,83,48,0
492,,Radical Online X-tremists,21.0,Team Empire,0,77,96,52,43,88,50,66,56,13,86,0
493,,,17.0,Natus Vincere,0,89,9,83,69,27,106,74,86,5,98,0
494,,SIGMA.int,,Alliance,0,68,88,20,66,80,65,50,89,67,47,0
495,,,17.0,Natus Vincere,0,68,74,69,46,42,65,88,5,47,7,1
496,17.0,Natus Vincere,,,0,48,74,50,67,64,106,96,21,13,27,0
497,,Alliance,21.0,Team Empire,0,74,65,68,40,69,77,13,92,86,10,0
498,18.0,Virtus.pro,,,0,9,92,48,3,67,106,53,66,13,79,0
499,21.0,Team Empire,,Alliance,0,96,68,27,51,79,74,50,48,89,11,1
500,,Radical Online X-tremists,17.0,Natus Vincere,0,106,83,3,66,9,77,65,86,63,52,0
501,,Alliance,,,0,88,40,48,46,67,65,68,86,9,16,0
502,,MeetYourMakers.Dota2,17.0,Natus Vincere,0,50,65,48,6,42,96,87,92,83,46,0
503,,,,Alliance,0,74,66,50,46,27,77,13,5,53,44,1
504,,Alliance,,Radical Online X-tremists,0,50,65,91,13,83,96,3,93,81,46,1
505,,Alliance,,,0,48,74,66,86,97,106,96,90,88,79,1
506,,Radical Online X-tremists,,,0,92,9,48,28,66,74,50,53,13,91,1
507,21.0,Team Empire,14.0,Evil Geniuses,0,89,55,86,20,49,77,65,92,63,64,1
508,,,14.0,Evil Geniuses,0,77,11,51,9,98,89,7,5,55,31,1
509,,Alliance,16.0,Team Liquid,0,50,96,66,54,17,88,68,16,65,45,1
510,7.0,Fnatic,21.0,Team Empire,0,74,96,3,33,9,77,83,55,52,72,1
511,21.0,Team Empire,7.0,Fnatic,0,88,96,54,48,92,74,65,79,58,31,1
512,,SIGMA.int,21.0,Team Empire,0,65,69,3,48,55,106,40,87,50,9,0
513,21.0,Team Empire,,SIGMA.int,0,13,68,53,54,87,74,65,3,63,2,0
514,,,,Alliance,0,68,49,20,11,69,89,9,50,53,10,0
515,16.0,Team Liquid,7.0,Fnatic,0,55,68,20,66,34,83,63,40,69,53,0
516,,Alliance,,,0,9,92,91,3,28,66,74,88,72,97,1
517,16.0,Team Liquid,7.0,Fnatic,0,55,33,50,20,16,89,65,9,73,76,1
518,16.0,Team Liquid,7.0,Fnatic,0,65,3,34,55,67,83,40,92,63,16,1
519,,Alliance,21.0,Team Empire,0,65,69,86,21,2,106,50,53,17,75,1
520,21.0,Team Empire,,Alliance,0,65,68,96,89,9,74,88,79,87,72,1
521,7.0,Fnatic,,SIGMA.int,0,40,55,48,98,43,89,9,33,49,2,0
522,,SIGMA.int,7.0,Fnatic,0,55,83,63,66,69,89,65,86,50,93,1
523,,,21.0,Team Empire,0,74,68,48,20,42,65,46,86,96,79,1
524,21.0,Team Empire,,,0,46,68,86,63,9,74,50,79,67,88,1
525,,Alliance,,SIGMA.int,0,69,13,66,86,11,106,50,96,3,54,1
526,,SIGMA.int,,Alliance,0,68,49,58,74,50,89,96,5,28,80,1
527,,Alliance,7.0,Fnatic,0,91,19,86,87,21,65,74,48,13,51,0
528,7.0,Fnatic,,Alliance,0,106,50,53,27,43,77,66,96,83,98,1
529,,SIGMA.int,,,0,48,66,88,68,49,74,5,96,27,9,0
530,16.0,Team Liquid,21.0,Team Empire,0,65,50,20,86,47,74,88,92,11,96,1
531,,,,SIGMA.int,0,13,48,40,6,88,65,46,92,87,55,1
532,16.0,Team Liquid,21.0,Team Empire,0,69,65,3,96,16,106,74,20,9,52,0
533,,,7.0,Fnatic,0,66,48,83,51,34,89,5,74,88,11,1
534,7.0,Fnatic,,,0,89,50,69,96,102,106,66,34,27,13,0
535,5.0,LGD-GAMING,,DK,0,88,89,17,47,67,65,27,50,86,103,0
536,,DK,5.0,LGD-GAMING,0,16,68,69,47,82,106,50,51,13,10,0
537,,Orenda.US,23.0,Invictus Gaming,0,27,74,54,67,50,96,68,17,88,63,0
538,23.0,Invictus Gaming,,Orenda.US,0,65,27,54,50,51,106,9,47,16,38,1
539,12.0,Newbee,23.0,Invictus Gaming,0,89,27,50,33,88,77,13,86,2,55,0
540,,xGame.kz,,Radical Online X-tremists,0,74,68,27,46,31,96,66,53,51,41,0
541,,TheRerereTRY,,Doggy Team,0,68,27,65,13,33,106,53,87,28,47,1
542,23.0,Invictus Gaming,12.0,Newbee,0,16,9,55,102,73,53,50,48,10,66,0
543,,Radical Online X-tremists,,Doggy Team,0,50,74,96,31,51,106,83,48,69,27,1
544,,TheRerereTRY,,Radical Online X-tremists,0,74,3,83,79,13,96,66,48,52,56,1
545,,Doggy Team,,xGame.kz,0,65,48,87,86,98,89,96,66,13,2,0
546,17.0,Natus Vincere,14.0,Evil Geniuses,0,89,55,79,29,39,77,68,86,98,64,1
547,,Alliance,21.0,Team Empire,0,68,13,91,75,49,74,65,86,81,51,1
548,14.0,Evil Geniuses,17.0,Natus Vincere,0,89,9,51,96,73,68,86,74,3,5,1
549,21.0,Team Empire,,Alliance,0,68,65,13,46,54,66,96,89,67,3,1
550,14.0,Evil Geniuses,17.0,Natus Vincere,0,55,11,88,54,14,50,65,66,5,17,0
551,,Alliance,21.0,Team Empire,0,50,88,3,10,33,74,68,51,67,53,0
552,21.0,Team Empire,,Alliance,0,69,50,79,31,27,106,74,96,9,17,1
553,21.0,Team Empire,,SIGMA.int,0,69,50,9,48,83,74,53,3,79,17,1
554,,SIGMA.int,,Alliance,0,74,66,20,63,7,65,69,68,51,43,1
555,21.0,Team Empire,,Alliance,0,50,13,86,49,40,65,91,48,88,54,0
556,,"Relax, you are doing fine.",,Aware.Gaming,0,68,2,40,98,33,96,27,9,48,76,1
557,,_PowerRangers,,MeetYourMakers.Dota2,0,50,96,86,67,55,74,68,20,13,48,1
558,,Alliance,17.0,Natus Vincere,0,50,88,48,86,10,65,66,40,33,21,1
559,,MeetYourMakers.Dota2,,Aware.Gaming,0,68,65,86,9,47,96,87,16,28,46,1
560,18.0,Virtus.pro,21.0,Team Empire,0,106,96,87,9,52,74,69,3,7,12,0
561,,_PowerRangers,,Aware.Gaming,0,66,50,48,9,79,96,68,27,51,28,1
562,,"Relax, you are doing fine.",,MeetYourMakers.Dota2,0,68,2,48,83,1,74,65,79,9,20,1
563,,Alliance,17.0,Natus Vincere,0,13,7,66,91,19,74,50,96,40,35,1
564,14.0,Evil Geniuses,16.0,Team Liquid,0,65,88,3,15,66,50,54,51,76,9,1
565,17.0,Natus Vincere,,Alliance,0,65,50,3,69,76,106,68,16,13,10,1
566,17.0,Natus Vincere,,Alliance,0,9,89,86,17,19,65,66,91,83,39,1
567,21.0,Team Empire,7.0,Fnatic,0,69,50,48,79,28,106,68,55,13,3,1
568,16.0,Team Liquid,,Doggy Team,0,106,96,87,68,42,74,3,53,16,69,0
569,7.0,Fnatic,21.0,Team Empire,0,40,50,9,10,51,74,65,79,7,35,0
570,,,17.0,Natus Vincere,0,91,83,69,8,30,65,74,79,19,39,0
571,,,17.0,Natus Vincere,0,68,74,86,6,5,65,46,92,29,10,1
572,21.0,Team Empire,16.0,Team Liquid,0,79,9,13,39,102,65,63,92,50,48,1
573,,,17.0,Natus Vincere,0,74,96,50,40,53,65,83,63,20,73,0
574,7.0,Fnatic,,Alliance,0,88,50,48,9,7,65,89,3,79,97,1
575,7.0,Fnatic,,Alliance,0,106,50,88,64,28,65,86,69,87,19,1
576,17.0,Natus Vincere,,,0,68,9,27,13,72,89,5,34,17,67,1
577,17.0,Natus Vincere,16.0,Team Liquid,0,106,68,86,55,3,77,17,27,103,9,0
578,16.0,Team Liquid,18.0,Virtus.pro,0,65,3,11,21,42,74,68,20,83,28,1
579,7.0,Fnatic,17.0,Natus Vincere,0,91,19,3,27,63,65,83,46,74,9,1
580,17.0,Natus Vincere,7.0,Fnatic,0,106,83,33,19,96,77,50,26,98,17,0
581,,MVP Phoenix,21.0,Team Empire,0,50,48,79,17,75,88,68,43,96,13,0
582,,Alliance,,DK,0,96,68,13,49,62,77,27,66,54,16,0
583,14.0,Evil Geniuses,17.0,Natus Vincere,0,3,9,76,58,54,65,68,46,55,42,1
584,23.0,Invictus Gaming,,Radical Online X-tremists,0,50,28,66,5,9,106,65,103,96,43,1
585,21.0,Team Empire,,DK,0,74,96,58,51,9,77,92,86,79,80,0
586,,MVP Phoenix,,Alliance,0,58,69,75,5,97,106,96,92,9,93,0
587,17.0,Natus Vincere,23.0,Invictus Gaming,0,89,68,13,48,88,53,74,79,17,16,1
588,14.0,Evil Geniuses,,Radical Online X-tremists,0,50,83,76,15,68,74,102,53,98,48,1
589,21.0,Team Empire,,Alliance,0,69,79,48,89,51,50,13,86,17,75,0
590,,MVP Phoenix,,DK,0,50,53,106,74,62,77,58,27,2,64,0
591,,Radical Online X-tremists,17.0,Natus Vincere,0,96,3,48,86,67,106,68,13,102,47,1
592,14.0,Evil Geniuses,23.0,Invictus Gaming,0,83,50,69,68,47,89,55,16,96,49,1
593,,Radical Online X-tremists,23.0,Invictus Gaming,0,74,77,53,9,62,50,106,16,3,31,0
594,17.0,Natus Vincere,23.0,Invictus Gaming,0,3,9,13,42,76,65,68,92,46,66,0
595,,Titan,,Orange Esports Dota,0,106,69,68,47,56,65,86,88,50,16,1
596,,Radical Online X-tremists,17.0,Natus Vincere,0,106,50,9,102,86,77,74,53,16,76,0
597,,Orange Esports Dota,,Titan,0,96,68,89,31,98,74,27,48,16,21,0
598,23.0,Invictus Gaming,,DK,0,74,96,50,86,17,89,68,53,56,82,0
599,,DK,23.0,Invictus Gaming,0,50,83,2,9,33,96,74,79,53,34,1
600,14.0,Evil Geniuses,,Alliance,0,83,9,13,81,96,89,68,91,11,30,1
601,,Alliance,14.0,Evil Geniuses,0,65,87,9,16,48,106,55,79,17,75,0
602,,Radical Online X-tremists,21.0,Team Empire,0,83,50,72,9,16,74,55,79,76,88,0
603,17.0,Natus Vincere,,MVP Phoenix,0,79,48,50,34,92,89,68,13,88,69,1
604,11.0,Vici Gaming,,Dream time.,0,53,16,9,40,52,106,74,79,66,47,1
605,,Dream time.,11.0,Vici Gaming,0,96,16,10,48,78,53,86,66,73,5,1
606,,Alliance,21.0,Team Empire,0,50,13,96,10,83,65,68,49,67,86,0
607,12.0,Newbee,,Dream time.,0,65,16,67,55,7,77,13,40,86,15,1
608,17.0,Natus Vincere,23.0,Invictus Gaming,0,96,9,49,98,17,50,83,48,58,20,0
609,,Dream time.,12.0,Newbee,0,68,16,10,19,78,53,86,91,88,55,0
